ano_orcamento;cod_centro;desc_centro;grupo_centro
2018;2018-30710010190;ACOES ESTRATEGICAS SUPORTE AO NEGOCIO;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010101;GESTAO DAS UNIDADES OPERACIONAIS;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010104;GERENCIA EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010105;MODERNIZACAO GESTAO EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010107;MODERNIZACAO DA GESTAO COM TECNOLOGIA E;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010109;GERENCIA DE GESTAO, DE TECNOL E INOVACAO;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010112;MUNDO SENAI;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010117;INSTALACAO DE USINAS FOTOVOLTAICAS;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010118;GESTAO JUROS AMORTIZACOES BNDES;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010119;GC_APOIO_ADM;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010120;GC_COMPRAS_ALMOX_PATRIM;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010121;GC_DP_RH;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010122;GC_FINANC_CONTAB;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010123;GC_MANUTEN;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010124;GC_TI;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010125;GC_BIBLIOTECA;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010126;GC_RECEP_ATEND;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010127;GC_GESTAO;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010130;PROJ REFORMA ADEQUACAO ACESSIBILIDADE;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010132;REFORMA ECO SESI;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010133;NOVO ACESSO ESCOLA REFORMA;GESTÃO DAS UNIDADES OPERACIONAIS
2019;2019-30710010190;ACOES ESTRATEGICAS SUPORTE AO NEGOCIO;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010101;GESTAO DAS UNIDADES OPERACIONAIS;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010104;GERENCIA EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010105;MODERNIZACAO GESTAO EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010107;MODERNIZACAO DA GESTAO COM TECNOLOGIA E;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010109;GERENCIA DE GESTAO, DE TECNOL E INOVACAO;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010112;MUNDO SENAI;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010117;INSTALACAO DE USINAS FOTOVOLTAICAS;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010118;GESTAO JUROS AMORTIZACOES BNDES;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010119;GC_APOIO_ADM;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010120;GC_COMPRAS_ALMOX_PATRIM;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010121;GC_DP_RH;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010122;GC_FINANC_CONTAB;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010123;GC_MANUTEN;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010124;GC_TI;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010125;GC_BIBLIOTECA;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010126;GC_RECEP_ATEND;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010127;GC_GESTÃO COMPARTILHADA CISS;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010130;PROJ REFORMA ADEQUACAO ACESSIBILIDADE;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010133;NOVO ACESSO ESCOLA REFORMA;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010134;PLANO DE CONTINGENCIA CONTRA CRISE 2020;GESTÃO DAS UNIDADES OPERACIONAIS
2020;2020-30710010190;ACOES ESTRATEGICAS SUPORTE AO NEGOCIO;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010101;GESTAO DAS UNIDADES OPERACIONAIS;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010104;GERENCIA EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010105;MODERNIZACAO GESTAO EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010107;MODERNIZACAO DA GESTAO COM TECNOLOGIA E;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010109;GERENCIA DE GESTAO, DE TECNOL E INOVACAO;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010112;MUNDO SENAI;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010117;INSTALACAO DE USINAS FOTOVOLTAICAS;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010118;GESTAO JUROS AMORTIZACOES BNDES;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010127;GC_GESTAO COMPARTILHADA CISS;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010130;PROJ REFORMA ADEQUACAO ACESSIBILIDADE;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010134;PLANO DE CONTIGENCIA CRISE 2020;GESTÃO DAS UNIDADES OPERACIONAIS
2021;2021-30710010190;ACOES ESTRATEGICAS SUPORTE AO NEGOCIO;GESTÃO DAS UNIDADES OPERACIONAIS
